nombre_curso,nivel_del_curso,horas_dedicadas,duracion_del_curso(Semanas),lenguaje,precio(USD),organizacion,cant_estudiantes
"Signals, Systems, andLearning…",Intermedio,6–8 hours per week,8,Ingles,249.0,Rice University,45365
UX Prototyping…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
UX Research…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
Advanced PowerSearching With Google…,Avanzado,4–6 hours per week,2,Ingles,149.0,Google,45365
Integrated Digital MediaCapstone…,Avanzado,8–10 hours per week,8,Ingles,249.0,New York University,45365
Advanced DataStructures…,Intermedio,7–9 hours per week,9,Ingles,332.0,New York University,45365
Penetration Testing -Exploitation…,Intermedio,8–10 hours per week,5,Ingles,166.0,New York University,45365
Formal SoftwareVerification…,Principiante,8–10 hours per week,8,Ingles,249.0,"University of Maryland Global Campus, University System of Maryland",10432
Computational Thinkingand Big Data…,Principiante,8–10 hours per week,10,Ingles,249.0,University of Adelaide,20519
UX Data Analysis…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
Network Security -Protocols…,Intermedio,8–10 hours per week,5,Ingles,166.0,New York University,45365
AI in Practice: Applying AI…,Intermedio,3–5 hours per week,5,Ingles,249.0,Delft University of Technology,45365
Digital EcosystemInfrastructure…,Principiante,8–10 hours per week,12,Ingles,499.0,Indiana University,45365
Big Data CapstoneProject…,Avanzado,4–5 hours per week,6,Ingles,249.0,University of Adelaide,8291
Self-Driving Cars withDuckietown…,Principiante,4–6 hours per week,10,Ingles,50.0,ETH Zurich,45365
UX Management…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
Network Security -Advanced Topics…,Intermedio,8–10 hours per week,5,Ingles,166.0,New York University,45365
Penetration Testing -Post Exploitation…,Intermedio,8–10 hours per week,5,Ingles,166.0,New York University,45365
UX Evaluation…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
Le design UX…,Intermedio,6–9 hours per week,6,Frances,299.0,HEC Montréal,45365
Le prototypage UX…,Intermedio,6–9 hours per week,6,Frances,299.0,HEC Montréal,45365
La gestion de l'UX…,Intermedio,6–9 hours per week,6,Frances,299.0,HEC Montréal,45365
La recherche UX…,Intermedio,6–9 hours per week,6,Frances,299.0,HEC Montréal,45365
Digital Design…,Principiante,7–12 hours per week,7,Ingles,149.0,Harvey Mudd College,45365
L'évaluation UX…,Intermedio,6–9 hours per week,6,Ingles,299.0,HEC Montréal,45365
Introduction to DesigningData Lakes on AWS…,Intermedio,1–4 hours per week,5,Ingles,169.0,Amazon Web Services,45365
CS50's Mobile AppDevelopment with ReactNative…,Intermedio,6–9 hours per week,13,Ingles,90.0,Harvard University,45365
Introduction to C++…,Principiante,3–5 hours per week,4,Ingles,99.0,Microsoft,45365
Learn to Program in Java…,Principiante,6–10 hours per week,4,Ingles,99.0,Microsoft,45365
Querying Data withTransact-SQL…,Intermedio,4–5 hours per week,6,Ingles,99.0,Microsoft,45365
"Product Managementwith Lean, Agile andSystem Design Thinking…",Avanzado,4–8 hours per week,6,Ingles,399.0,Boston University,45365
"Fundamentals ofContainers, Kubernetes,and Red Hat OpenShift…",Principiante,1–3 hours per week,7,Ingles,99.0,Red Hat,45365
DNA Sequences:Alignments and Analysis…,Avanzado,8–10 hours per week,8,Ingles,249.0,"University of Maryland Global Campus, University System of Maryland",45365
Principles of SyntheticBiology…,Avanzado,8–10 hours per week,15,Ingles,49.0,Massachusetts Institute of Technology,45365
Web App Developmentwith the Power of Node.js…,Principiante,2–3 hours per week,4,Ingles,49.0,Technische Universität München,45365
Software TestingFundamentals…,Principiante,8–10 hours per week,8,Ingles,249.0,"University of Maryland Global Campus, University System of Maryland",45365
Quantum MachineLearning…,Avanzado,6–8 hours per week,9,Ingles,49.0,University of Toronto,45365
Art and Design in theDigital Age…,Intermedio,4–5 hours per week,12,Ingles,49.0,IsraelX,45365
Lernen objekt-orientierterProgrammierung…,Principiante,3–5 hours per week,6,Aleman,49.0,Technische Universität München,45365
AP Computer Science A:Java Programming…,Principiante,7–14 hours per week,6,Ingles,49.99,Purdue University,45365
Introduction toProgramming UsingPython…,Principiante,6–15 hours per week,16,Ingles,50.0,University of Texas at Arlington,45365
Advanced Algorithmicsand Graph Theory withPython…,Intermedio,2–4 hours per week,6,Ingles,49.0,IMT,45365
Scratch: Programming forTeachers…,Principiante,3–4 hours per week,8,Ingles,50.0,Delft University of Technology,45365
Fundamentals of Java EEDevelopment…,Intermedio,1–3 hours per week,7,Ingles,99.0,Red Hat,45365
Internet de las cosas(IoT) y Big Data…,Intermedio,4–6 hours per week,4,Español,49.0,Universidad del Rosario,45365
Underactuated Robotics…,Intermedio,8–10 hours per week,4,Ingles,99.0,Massachusetts Institute of Technology,45365
Hacking PostgreSQL:Data Access Methods…,Avanzado,3–4 hours per week,14,Ingles,49.0,Ural Federal University,45365
Introduction to FunctionalProgramming…,Principiante,4–6 hours per week,4,Ingles,50.0,Delft University of Technology,45365
Essentials of Genomicsand BiomedicalInformatics…,Avanzado,2–3 hours per week,12,Ingles,49.0,IsraelX,45365
Mobile ApplicationExperiences…,Intermedio,10–12 hours per week,10,Ingles,49.0,Massachusetts Institute of Technology,45365
Machine Learning…,Intermedio,8–10 hours per week,14,Ingles,99.0,The Georgia Institute of Technology,45365
"Cyberwar, Surveillanceand Security…",Principiante,2–3 hours per week,6,Ingles,50.0,University of Adelaide,45365
Software TestingManagement…,Principiante,8–10 hours per week,8,Ingles,249.0,"University of Maryland Global Campus, University System of Maryland",45365
CS For All: Introduction toComputer Science andPython Programming…,Principiante,5–7 hours per week,14,Ingles,49.0,Harvey Mudd College,45365
Web SecurityFundamentals…,Principiante,4–6 hours per week,5,Ingles,49.0,KU Leuven,45365
Machine Learning…,Avanzado,8–12 hours per week,12,Ingles,1000.0,The University of Texas at Austin,45365
Mobile Computing withApp Inventor – CSPrinciples…,Principiante,5–8 hours per week,6,Ingles,50.0,Trinity College,45365
Computational Thinkingfor Modeling andSimulation…,Intermedio,3–5 hours per week,9,Ingles,49.0,Massachusetts Institute of Technology,45365
ComputationalProbability and Inference…,Intermedio,4–6 hours per week,12,Ingles,49.0,Massachusetts Institute of Technology,45365
Road Traffic Safety inAutomotive Engineering…,Avanzado,10–20 hours per week,7,Ingles,249.0,Chalmers University of Technology,45365
Data Structures: AnActive Learning Approach…,Intermedio,6–7 hours per week,10,Ingles,50.0,"The University of California, San Diego",45365
Global Health Informaticsto Improve Quality ofCare…,Avanzado,2–3 hours per week,13,Ingles,49.0,Massachusetts Institute of Technology,45365
Design and Developmentof EducationalTechnology…,Principiante,4–6 hours per week,9,Ingles,99.0,Massachusetts Institute of Technology,45365
Agile Development UsingRuby on Rails - TheBasics…,Intermedio,10–12 hours per week,6,Ingles,99.0,"University of California, Berkeley",45365
User Interface (UI)Personalization…,Principiante,3–4 hours per week,5,Ingles,49.0,The Georgia Institute of Technology,45365
Digital Transformationand the IT Team…,Principiante,2–3 hours per week,5,Ingles,199.0,Wits University,45365
AP Computer Science A:Java ProgrammingClasses and Objects…,Principiante,8–12 hours per week,6,Ingles,49.95,Purdue University,45365
Analyze Your Genome!…,Principiante,4–10 hours per week,4,Ingles,49.0,"The University of California, San Diego",45365
Cyber SecurityEconomics…,Intermedio,2–4 hours per week,10,Ingles,50.0,Delft University of Technology,45365
"Minecraft, Coding andTeaching…",Principiante,2–3 hours per week,4,Ingles,49.0,"The University of California, San Diego",45365
Demystifying BiomedicalBig Data: A User’s Guide…,Intermedio,3–6 hours per week,8,Ingles,49.0,Georgetown University,45365
Mobile ApplicationExperiences Part 2:Mobile App Design…,Avanzado,10–12 hours per week,4,Ingles,49.0,Massachusetts Institute of Technology,45365
C++ Programming |C++程序设计…,Avanzado,8–10 hours per week,4,Chino,25.0,Peking University,45365
Data Analytics in Health– From Basics toBusiness…,Intermedio,2–3 hours per week,4,Ingles,49.0,KU Leuven,45365
AP Computer Science A:Java Programming Loopsand Data Structures…,Principiante,5–10 hours per week,6,Ingles,49.95,Purdue University,45365
AP Computer Science A:Java ProgrammingPolymorphism and Adva……,Principiante,5–10 hours per week,6,Ingles,49.95,Purdue University,45365
Aplicaciones de cienciasde datos en los negociosactuales…,Intermedio,5–10 hours per week,4,Español,49.0,Universidades Anáhuac,45365
Information andCommunicationTechnology (ICT) Acces……,Principiante,2–4 hours per week,6,Ingles,49.0,The Georgia Institute of Technology,11504
"Nature, in Code: Biologyin JavaScript…",Intermedio,3–4 hours per week,7,Ingles,49.0,École polytechnique fédérale de Lausanne,45365
MyCS: Computer Sciencefor Beginners…,Principiante,3–4 hours per week,6,Ingles,50.0,Harvey Mudd College,45365
Основыпрограммированиямобильных приложен……,Principiante,4–6 hours per week,5,Ruso,99.0,ITMO University,45365
Implementation andEvaluation of EducationalTechnology…,Intermedio,4–5 hours per week,7,Ingles,99.0,Massachusetts Institute of Technology,45365
"Computing: Art, Magic,Science…",Principiante,5–10 hours per week,4,Ingles,49.0,ETH Zurich,45365
Accessible Gamification…,Principiante,2–3 hours per week,5,Ingles,49.0,The Georgia Institute of Technology,45365
Smarter Chatbots withNode-RED and Watson AI…,Intermedio,2–4 hours per week,3,Ingles,99.0,IBM,45365
Agile Development UsingRuby on Rails - Advanced…,Intermedio,10–12 hours per week,25,Ingles,99.0,"University of California, Berkeley",45365
Computer SystemDesign: AdvancedConcepts of Modern Mi……,Avanzado,4–6 hours per week,6,Ingles,49.0,Chalmers University of Technology,45365
Paradigms of ComputerProgramming –Fundamentals…,Avanzado,4–6 hours per week,6,Ingles,50.0,Université catholique de Louvain,45365
Computer SystemsDesign for EnergyEfficiency…,Intermedio,4–6 hours per week,6,Ingles,49.0,Chalmers University of Technology,45365
Mobile Computing withApp Inventor: CSPrinciples Part II…,Intermedio,5–8 hours per week,6,Ingles,50.0,Trinity College,45365
Global SoftwareDevelopment…,Principiante,4–6 hours per week,7,Ingles,50.0,Delft University of Technology,45365
Programmeren voorleerkrachten met Scratch…,Principiante,3–4 hours per week,8,Holandes,50.0,Delft University of Technology,45365
The Beauty and Joy ofComputing - AP® CSPrinciples Part 2…,Principiante,4–5 hours per week,14,Ingles,49.0,"University of California, Berkeley",45365
eHealth – Opportunitiesand Challenges…,Principiante,5–6 hours per week,6,Ingles,49.0,KIx: Karolinska Institutet,45365
算法基础 | FundamentalAlgorithms…,Avanzado,8–10 hours per week,8,Chino,25.0,Peking University,45365
Java程序设计 | JavaProgramming…,Intermedio,4–6 hours per week,4,Chino,25.0,Peking University,45365
"Computing: Art, Magic,Science - Part II…",Principiante,5–10 hours per week,4,Ingles,49.0,ETH Zurich,45365
Введение в функциональноепрограммирование на……,Principiante,4–6 hours per week,5,Ruso,99.0,ITMO University,45365
Cloud Volumes ONTAPDeployment andManagement for Azure…,Intermedio,8–10 hours per week,3,Ingles,149.0,NetAppX,45365
Preparing for the AP*Computer Science AExam — Part 1…,Principiante,4–6 hours per week,4,Ingles,50.0,Cooper Union,45365
Paradigms of ComputerProgramming –Abstraction and Concurr……,Avanzado,4–6 hours per week,6,Ingles,50.0,Université catholique de Louvain,45365
Preparing for the AP*Computer Science AExam — Part 2…,Principiante,4–6 hours per week,4,Ingles,50.0,Cooper Union,45365
Startup Success: How toLaunch a TechnologyCompany in 6 Steps…,Principiante,2–3 hours per week,4,Ingles,149.0,Massachusetts Institute of Technology,45365
数据可视化|Data Visualization…,Principiante,3–5 hours per week,16,Chino,99.0,Tsinghua University,45365
Distributed MachineLearning with ApacheSpark…,Intermedio,5–10 hours per week,4,Ingles,99.0,"University of California, Berkeley",45365
Data Analysis: BuildingYour Own BusinessDashboard…,Intermedio,3–5 hours per week,6,Ingles,70.0,Delft University of Technology,45365
Big Data Analysis withApache Spark…,Intermedio,5–10 hours per week,4,Ingles,99.0,"University of California, Berkeley",45365
Introduction toOpenStack…,Principiante,2–3 hours per week,14,Ingles,99.0,The Linux Foundation,45365
Introduction to ApacheSpark…,Principiante,5–10 hours per week,2,Ingles,49.0,"University of California, Berkeley",45365
Jugando con Android:aprende a programar tuprimera app…,Intermedio,5–7 hours per week,7,Español,49.0,Universidad Autónoma de Madrid,45365
Introduction to DevOps:Transforming andImproving Operations…,Principiante,4–5 hours per week,14,Ingles,99.0,The Linux Foundation,45365
Video Game Design andBalance…,Principiante,1–3 hours per week,5,Ingles,49.0,Rochester Institute of Technology,45365
Robotics: LocomotionEngineering…,Avanzado,8–10 hours per week,12,Ingles,349.0,University of Pennsylvania,19917
Make Your Own App…,Principiante,8–9 hours per week,7,Ingles,49.0,Technische Universität München,45365
Robotics: Dynamics andControl…,Avanzado,8–10 hours per week,12,Ingles,349.0,University of Pennsylvania,27502
Robotics: VisionIntelligence and MachineLearning…,Avanzado,8–10 hours per week,12,Ingles,349.0,University of Pennsylvania,32166
